,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
11305,005776.OF,中加转型动力C,中加基金,中国工商银行,混合型,20180905,,,20180806,,5.9112,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,,20181008,20181008,O
11306,005775.OF,中加转型动力A,中加基金,中国工商银行,混合型,20180905,,,20180806,,0.1705,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,,20181008,20181008,O
11307,006215.OF,平安中证500ETF联接C,平安基金,平安银行,股票型,20180905,,,20180803,,2.4084,0.5,0.1,,1.0,0.01,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180918,20180918,O
11308,005866.OF,浦银安盛量化多策略C,浦银安盛基金,中国民生银行,混合型,20180905,,,20180709,,2.1283,0.6,0.15,,1.0,0.001,,中证500指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20181016,20181016,O
11309,005976.OF,长信稳进资产配置,长信基金,招商银行,混合型,20180905,,,20180716,,4.3952,0.8,0.2,,1.0,0.0001,,中证债券型基金指数收益率*65%+中证股票型基金指数收益率*35%,L,混合型,契约型开放式,,20180913,20180913,O
11310,005728.OF,华宝绿色主题A,华宝基金,中国工商银行,混合型,20180904,,,20180803,,3.1053,1.5,0.25,,1.0,0.0001,,中证800指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181009,20181009,O
11311,006209.OF,中信保诚新蓝筹,中信保诚基金,中国建设银行,混合型,20180904,,,20180802,,3.6247,1.5,0.25,,1.0,0.01,,沪深300指数收益率*40%+中证综合债指数收益率*40%+恒生指数收益率*20%,L,灵活配置型,契约型开放式,,20181008,20181008,O
11312,006363.OF,建信深证基本面60ETF联接C,建信基金,中国民生银行,股票型,20180904,,,,,,0.5,0.1,,1.0,,,深证基本面60指数收益率*95%+商业银行活期存款利率*5%,L,被动指数型,契约型开放式,,20180904,20180904,O
11313,005743.OF,长安裕隆A,长安基金,中国农业银行,混合型,20180903,,,20180802,,2.983,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20180928,20180928,O
11314,005744.OF,长安裕隆C,长安基金,中国农业银行,混合型,20180903,,,20180802,,0.3645,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20180928,20180928,O
11315,006360.OF,财通资管鸿益中短债A,财通证券资管,宁波银行,债券型,20180903,,,20180827,,2.3259,0.3,0.07,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20180917,20180917,O
11316,006346.OF,安信量化优选A,安信基金,中国工商银行,股票型,20180903,,,20180824,,0.1,1.5,0.25,,1.0,0.0001,,中证500指数收益率*85%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,20181207,20181207,O
11317,006347.OF,安信量化优选C,安信基金,中国工商银行,股票型,20180903,,,20180824,,0.0003,1.5,0.25,,1.0,0.0001,,中证500指数收益率*85%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,20181207,20181207,O
11318,006361.OF,财通资管鸿益中短债C,财通证券资管,宁波银行,债券型,20180903,,,20180827,,0.3485,0.3,0.07,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20180917,20180917,O
11319,510600.SH,申万上证50ETF,申万菱信基金,中国工商银行,股票型,20180903,,20180920,20180625,,3.7578,0.5,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20180920,20180920,E
11320,006174.OF,长信稳裕三个月,长信基金,中国民生银行,债券型,20180831,,,20180828,,3.1,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20181203,20181203,O
11321,006178.OF,中信保诚稳达C,中信保诚基金,浦发银行,债券型,20180831,,,20180821,,1.45,0.2,0.05,,1.0,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,,20180926,20180926,O
11322,006177.OF,中信保诚稳达A,中信保诚基金,浦发银行,债券型,20180831,,,20180821,,0.6001,0.2,0.05,,1.0,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,,20180926,20180926,O
11323,006236.OF,华泰柏瑞现代服务业,华泰柏瑞基金,中国工商银行,混合型,20180831,20200707,,20180801,,2.5551,1.5,0.25,,1.0,0.001,,中证服务业指数收益率*80%+中债综合指数收益率*20%,D,混合型,契约型开放式,,20181010,20181010,O
11324,005771.OF,银华可转债,银华基金,中国工商银行,债券型,20180831,,,20180712,,2.7874,0.8,0.2,,1.0,0.001,,中证可转换债券指数收益率*80%+中债综合财富(总值)指数收益率*15%+沪深300指数收益率*5%,L,债券型,契约型开放式,,20181009,20181009,O
11325,501061.SH,金选300C类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,0.7771,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
11326,501060.SH,金选300A类LOF,中金基金,中国建设银行,股票型,20180830,,20180925,20180723,,1.9689,0.5,0.15,,1.0,0.001,,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180925,20180925,E
11327,006073.OF,人保鑫瑞中短债A,人保资产,中国银行,债券型,20180830,,,20180730,,4.0261,0.4,0.14,,1.0,0.001,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,,20181015,20181015,O
11328,006074.OF,人保鑫瑞中短债C,人保资产,中国银行,债券型,20180830,,,20180730,,0.6572,0.4,0.14,,1.0,0.001,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,,20181015,20181015,O
11329,006187.OF,永赢盈益C,永赢基金,浦发银行,债券型,20180830,,,20180716,,0.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180917,20180917,O
11330,006300.OF,华宝宝丰高等级A,华宝基金,江苏银行,债券型,20180830,,,20180824,,0.099,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20180917,20180917,O
11331,006186.OF,永赢盈益A,永赢基金,浦发银行,债券型,20180830,,,20180716,,2.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180917,20180917,O
11332,006301.OF,华宝宝丰高等级C,华宝基金,江苏银行,债券型,20180830,,,20180824,,0.002,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20180917,20180917,O
11333,006037.OF,国泰瑞和纯债,国泰基金,江苏银行,债券型,20180830,,,20180828,,2.0001,0.3,0.1,,1.0,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,,20180910,20180910,O
11334,006355.OF,华宝港股通恒生中国C,华宝基金,招商证券,股票型,20180829,,,,,,0.75,0.15,,1.0,,,经人民币汇率调整的恒生中国(香港上市)25指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180829,20180829,O
11335,006275.OF,永赢聚益A,永赢基金,中国光大银行,债券型,20180828,,,20180807,,2.0001,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180903,20180903,O
11336,006133.OF,万家智造优势C,万家基金,中国农业银行,混合型,20180828,,,20180802,,0.7439,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+上证国债指数收益率*25%+恒生指数收益率*10%,L,混合型,契约型开放式,,20180928,20180928,O
11337,006054.OF,中航瑞景3个月C,中航基金,南京银行,债券型,20180828,,,20180604,,0.1,0.3,0.05,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20181128,20181128,O
11338,006276.OF,永赢聚益C,永赢基金,中国光大银行,债券型,20180828,,,20180807,,0.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180903,20180903,O
11339,006132.OF,万家智造优势A,万家基金,中国农业银行,混合型,20180828,,,20180802,,1.5325,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+上证国债指数收益率*25%+恒生指数收益率*10%,L,混合型,契约型开放式,,20180928,20180928,O
11340,006102.OF,浙商丰利增强,浙商基金,中国建设银行,债券型,20180828,,,20180726,,4.2849,0.8,0.2,,1.0,0.001,,中债总指数(全价)收益率*80%+沪深300指数收益率*20%,L,债券型,契约型开放式,,20180927,20180927,O
11341,006053.OF,中航瑞景3个月A,中航基金,南京银行,债券型,20180828,,,20180604,,3.0,0.3,0.05,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20181128,20181128,O
11342,006258.OF,华宸未来稳健添利C,华宸未来基金,中国工商银行,债券型,20180824,,,,,,0.4,0.2,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,20180824,20180824,O
11343,005774.OF,华夏产业升级A,华夏基金,中国工商银行,混合型,20180824,,,20180725,,2.6163,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+经汇率调整的恒生指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181012,20181012,O
11344,004546.OF,建信量化优享定开,建信基金,中国光大银行,混合型,20180824,,,20180716,,2.1298,1.0,0.2,,1.0,0.001,,中证500指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20190826,20190826,O
11345,006212.OF,东方臻选纯债A,东方基金,浙商银行,债券型,20180824,,,20180813,,1.5,0.3,0.1,,1.0,0.0001,,中债总全价指数收益率,L,债券型,契约型开放式,,20180831,20180831,O
11346,006213.OF,东方臻选纯债C,东方基金,浙商银行,债券型,20180824,,,20180813,,0.6001,0.3,0.1,,1.0,0.0001,,中债总全价指数收益率,L,债券型,契约型开放式,,20180831,20180831,O
11347,006158.OF,博时荣享回报A,博时基金,中国工商银行,混合型,20180823,,,20180723,,1.8399,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20200824,20200824,O
11348,006159.OF,博时荣享回报C,博时基金,中国工商银行,混合型,20180823,,,20180723,,0.523,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20200824,20200824,O
11349,006111.OF,泰康弘实3个月定开,泰康资产,招商银行,混合型,20180823,,,20180821,,30.1,0.8,0.1,,1.0,,,沪深300指数收益率*55%+恒生指数收益率*25%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20181123,20181123,O
11350,006039.OF,国富估值优势,国海富兰克林基金,中国农业银行,混合型,20180822,,,20180723,,5.4556,1.5,0.25,,1.0,0.01,,沪深300指数收益率*40%+恒生指数收益率*30%+中债综合指数收益率*30%,L,灵活配置型,契约型开放式,,20180925,20180925,O
11351,004596.OF,中科沃土沃安中短期利率A,中科沃土基金,广州农商银行,债券型,20180822,,,20180702,,2.127,0.2,0.08,,1.0,0.0001,,中债1-3年政策性金融债指数收益率,L,债券型,契约型开放式,,20180920,20180920,O
11352,006100.OF,平安优势产业A,平安基金,中国工商银行,混合型,20180822,,,20180706,,0.4015,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180921,20180921,O
11353,006101.OF,平安优势产业C,平安基金,中国工商银行,混合型,20180822,,,20180706,,2.5958,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180921,20180921,O
11354,166802.OF,浙商沪深300指数增强A,浙商基金,华夏银行,股票型,20180820,,,20180820,,0.2021,0.5,0.22,,1.0,,,沪深300指数收益率*95%+金融同业存款利率*5%,L,增强指数型,契约型开放式,,20180821,20180821,O
11355,006331.OF,中银国有企业债C,中银基金,交通银行,债券型,20180820,,,,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数,L,债券型,契约型开放式,,20180820,20180820,O
11356,006172.OF,万家鑫悦纯债A,万家基金,浦发银行,债券型,20180820,,,20180806,,2.0001,0.3,0.1,,1.0,0.001,,中债新综合指数(全价)收益率,L,债券型,契约型开放式,,20180920,20180920,O
11357,006173.OF,万家鑫悦纯债C,万家基金,浦发银行,债券型,20180820,,,20180806,,0.0002,0.3,0.1,,1.0,0.001,,中债新综合指数(全价)收益率,L,债券型,契约型开放式,,20180920,20180920,O
11358,005920.OF,富国颐利纯债,富国基金,浦发银行,债券型,20180820,,,20180814,,2.7002,0.3,0.05,,1.0,0.001,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20180830,20180830,O
11359,006146.OF,前海开源鼎欣C,前海开源基金,浙商银行,债券型,20180816,,,20180703,,2.0849,0.3,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20180910,20180910,O
11360,006145.OF,前海开源鼎欣A,前海开源基金,浙商银行,债券型,20180816,,,20180703,,0.0058,0.3,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20180910,20180910,O
11361,005392.OF,长信价值蓝筹两年A,长信基金,中国工商银行,混合型,20180816,,,20180511,,2.1013,1.5,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20200817,20200817,O
11362,006088.OF,永赢润益A,永赢基金,杭州银行,债券型,20180816,,,20180723,,2.01,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180828,20180828,O
11363,006089.OF,永赢润益C,永赢基金,杭州银行,债券型,20180816,,,20180723,,0.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180828,20180828,O
11364,006135.OF,长江乐鑫纯债定开,长江资管,浙商银行,债券型,20180816,,,20180801,,3.1,0.3,0.1,,1.0,,,中国债券综合财富指数收益率,L,债券型,契约型开放式,,20181116,20181116,O
11365,005936.OF,申万菱信安泰惠利A,申万菱信基金,中国农业银行,债券型,20180816,,,20180709,,3.6915,0.3,0.05,,1.0,0.001,,中国债券总指数(全价)收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20180917,20180917,O
11366,005990.OF,申万菱信安泰惠利C,申万菱信基金,中国农业银行,债券型,20180816,,,20180709,,3.6915,0.3,0.05,,1.0,0.001,,中国债券总指数(全价)收益率*90%+银行活期存款利率(税后)*10%,L,债券型,契约型开放式,,20180917,20180917,O
11367,161910.OF,万家新机遇价值驱动A,万家基金,中国工商银行,混合型,20180815,,,20180815,,0.2556,1.5,0.25,,1.0,,,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,L,灵活配置型,契约型开放式,,20180816,20180816,O
11368,006042.OF,上投摩根尚睿A,上投摩根基金,中国建设银行,混合型,20180815,,,20180712,,2.1092,0.8,0.25,,1.0,0.01,,中证800指数收益率*60%+中证综合债指数收益率*40%,L,混合型,契约型开放式,,20180917,20180917,O
11369,005732.OF,富国臻选成长,富国基金,中国建设银行,混合型,20180815,,,20180716,,2.1557,1.5,0.25,,1.0,0.001,,中证800指数收益率*40%+中债综合全价指数收益率*40%+恒生中国企业指数收益率(经汇率调整后)*20%,L,灵活配置型,契约型开放式,,20180907,20180907,O
11370,006340.OF,国泰民安增益C,国泰基金,中国民生银行,债券型,20180815,,,,,,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20180815,20180815,O
11371,006085.OF,万家新机遇价值驱动C,万家基金,中国工商银行,混合型,20180815,,,,,,1.5,0.25,,1.0,,,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,L,灵活配置型,契约型开放式,,20180816,20180816,O
11372,005963.OF,宝盈人工智能C,宝盈基金,中国工商银行,股票型,20180815,,,20180620,,2.5381,1.5,0.25,,1.0,0.001,,中证人工智能主题指数收益率*60%+恒生综合指数收益率*25%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,20180914,20180914,O
11373,005962.OF,宝盈人工智能A,宝盈基金,中国工商银行,股票型,20180815,,,20180620,,0.4159,1.5,0.25,,1.0,0.001,,中证人工智能主题指数收益率*60%+恒生综合指数收益率*25%+中证综合债券指数收益率*15%,L,股票型,契约型开放式,,20180914,20180914,O
11374,006249.OF,华夏创业板ETF联接C,华夏基金,中国银行,股票型,20180814,,,20180803,,0.0054,0.5,0.1,,1.0,0.001,,创业板指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180820,20180820,O
